,index,original_text,filtered_text,NBD_tag
2626,2749,1 teaspoon baking soda,baking soda,"""18372"""
2627,2750,1 cup solid vegetable shortening,solid vegetable shortening,"""04615"""
2628,2751,1 cup granulated sugar,granulated sugar,"""19335"""
2629,2752,1 1/4 cups dark molasses,dark molasses,"""19304"""
2630,2753,2 eggs lightly beaten,eggs lightly beaten,"""01123"""
2631,2754,Frosting either store-bought or homemade,frosting either storebought or homemade,"""19230"""
2632,2756,Nonstick vegetable oil spray,nonstick vegetable oil spray,"""04679"""
2633,2757,2 1/4 cups all purpose flour,all purpose flour,"""20581"""
2634,2758,1/4 cup unsweetened cocoa powder,unsweetened cocoa powder,"""19165"""
2635,2759,1 teaspoon baking soda,baking soda,"""18372"""
2636,2760,1/2 teaspoon salt,salt,"""02047"""
2637,2761,3/4 cup sugar,sugar,"""19335"""
2638,2762,1/2 cup honey,honey,"""19296"""
2639,2763,2 large eggs,eggs,"""01123"""
2640,2764,1 teaspoon vanilla extract,vanilla extract,"""02050"""
2641,2765,3/4 cup vegetable oil,vegetable oil,"""04513"""
2642,2766,1 1/2 cups buttermilk,buttermilk,"""01230"""
2643,2767,1 tablespoon water,water,"""14411"""
2644,2768,1 teaspoon unflavored gelatin,unflavored gelatin,"""19177"""
2645,2769,1 1/4 cups heavy whipping cream divided,heavy whipping cream divided,"""01053"""
2646,2770,1/2 cup sour cream,sour cream,"""01056"""
2647,2771,3 tablespoons honey,honey,"""19296"""
2648,2772,1/2 cup finely grated bittersweet chocolate (about 1 ounce),finely grated bittersweet chocolate (about ounce),"""19904"""
2649,2773,10 ounces bittersweet chocolate chopped,bittersweet chocolate chopped,"""19904"""
2650,2774,1 cup heavy whipping cream,heavy whipping cream,"""01053"""
2651,2775,1/2 cup honey,honey,"""19296"""
2652,2776,1 cup pecans toasted chopped,pecans toasted chopped,"""12142"""
2653,2777,1.5 oz gin,gin,"""14037"""
2654,2778,.5 oz Campari,campari,"""14037"""
2655,2779,.25 oz Cointreau,cointreau,"""14037"""
2656,2780,2 oz ruby red grapefruit juice,ruby red grapefruit juice,"""09128"""
2657,2781,.25 ounce lemon juice,lemon juice,"""09152"""
2658,2783,2 ounces vodka,vodka,"""14037"""
2659,2785,1 oz fresh lime juice,fresh lime juice,"""09160"""
2660,2786,.5 oz simple syrup,simple syrup,"""14637"""
2661,2787,1 cup walnuts,walnuts,"""12155"""
2662,2788,3 cups granulated sugar,granulated sugar,"""19335"""
2663,2789,1/2 cup water,water,"""14411"""
2664,2790,1/3 cup light corn syrup,light corn syrup,"""19350"""
2665,2791,2 large egg whites,egg whites,"""01124"""
2666,2792,8 ounces chocolate mini morsels,chocolate mini morsels,"""19080"""
2667,2793,Salt,salt,"""02047"""
2668,2794,1 1/2 pounds broccoli washed stems discarded cut into bite-size florets,broccoli washed stems discarded cut into bitesize florets,"""11090"""
2669,2795,1 pound penne rigate,penne rigate,"""20120"""
2670,2796,3/4 cup extra-virgin olive oil,extravirgin olive oil,"""44005"""
2671,2797,2/3 cup finely grated pecorino cheese plus extra for serving,finely grated pecorino cheese plus extra for,"""01270"""
2672,2798,Freshly ground pepper,freshly ground pepper,"""02030"""
2673,2799,1 tablespoon peanut or vegetable oil,peanut or vegetable oil,"""44005"""
2674,2800,2 medium carrots peeled and sliced,carrots peeled and sliced,"""11124"""
2675,2801,1 (2-inch) knob ginger peeled and cut into thin sticks,(inch) knob ginger peeled and cut into thin,"""11216"""
2676,2802,1 clove garlic finely chopped,clove garlic finely chopped,"""11215"""
2677,2803,6 cups chicken broth,chicken broth,"""06194"""
2678,2804,(1-pound) bag frozen potstickers (18 to 20 pieces),(pound) bag frozen potstickers ( to pieces),"""32013"""
2679,2805,1 tablespoon soy sauce or to taste,soy sauce or to taste,"""16124"""
2680,2806,2 to 3 scallions thinly sliced to garnish,to scallions thinly sliced to,"""11291"""
2681,2808,Butter flavored cooking spray,butter flavored cooking spray,"""04679"""
2682,2809,Granulated sugar,granulated sugar,"""19335"""
2683,2810,1/3 cup lime curd (recommended: Dickensons),lime curd (recommended: dickensons),"""19333"""
2684,2811,1 container (99g) fat-free vanilla pudding (recommended: Kraft Handi-Snacks),container (g) fatfree vanilla pudding (recommended: kraft handisnacks),"""19202"""
2685,2812,4 egg whites,egg whites,"""01124"""
2686,2813,Powdered sugar,powdered sugar,"""19336"""
2687,2814,2 thinly cut lime slices halved coated in granulated sugar,thinly cut lime halved coated in granulated sugar,"""09159"""
2688,2815,8 garlic cloves peeled crushed,garlic cloves peeled crushed,"""11215"""
2689,2816,"1 2"""" piece ginger peeled sliced",""""" piece ginger peeled sliced","""11216"""
2690,2817,1/2 cup dry sake,dry sake,"""43479"""
2691,2818,1/2 cup gochujang (Korean hot pepper paste),gochujang (korean hot pepper paste),"""06961"""
2692,2819,1/2 cup mirin (sweet Japanese rice wine),mirin (sweet japanese rice wine),"""02068"""
2693,2820,1/4 cup vegetable oil plus more for grilling,vegetable oil plus more for grilling,"""04513"""
2694,2821,"1 1/2 pounds skinless boneless pork shoulder (Boston butt) sliced 3/4"""" thick","skinless boneless pork shoulder (boston butt) sliced"""" thick","""10080"""
2695,2822,1 cup mayonnaise,mayonnaise,"""42138"""
2696,2823,1/2 cup white wine vinegar,white wine vinegar,"""02053"""
2697,2824,1/4 cup fresh lemon juice,fresh lemon juice,"""09152"""
2698,2825,1 tablespoon honey,honey,"""19296"""
2699,2826,1 teaspoon dry mustard,dry mustard,"""02024"""
2700,2827,1/4 teaspoon ground white pepper,ground white pepper,"""02032"""
2701,2828,1/4 cup finely chopped celery,finely chopped celery,"""11143"""
2702,2829,1/4 cup finely chopped white onion,finely chopped white onion,"""11282"""
2703,2830,2 3/4 pounds russet potatoes (about 4 very large) peeled sliced into 1/2-inch-thick rounds,russet potatoes (about very large) peeled sliced intoinchthick rounds,"""11353"""
2704,2831,1 2-inch-long piece daikon (Japanese white radish)* peeled halved lengthwise cut crosswise into 1/8-inch-thick slices,inchlong piece daikon (japanese white radish) peeled halved lengthwise cut crosswise intoinchthick,"""11429"""
2705,2832,1 large carrot peeled cut into 1/8-inch-thick rounds,carrot peeled cut intoinchthick rounds,"""11124"""
2706,2833,8 large escarole leaves torn into 1-inch pieces,escarole leaves torn intoinch pieces,"""11214"""
2707,2834,1 cup very thinly sliced red onion,very thinly sliced red onion,"""11282"""
2708,2835,1 cup very thinly sliced white onion,very thinly sliced white onion,"""11282"""
2709,2836,3/4 cup thinly sliced peeled Japanese cucumber or half-rounds of peeled English hothouse cucumber,thinly sliced peeled japanese cucumber or halfrounds of peeled english hothouse cucumber,"""11205"""
2710,2837,1/2 cup diced red bell pepper,diced red bell pepper,"""11821"""
2711,2838,1/2 cup diced yellow bell pepper,diced yellow bell pepper,"""11951"""
2712,2839,1 pound bacon chopped,bacon chopped,"""10123"""
2713,2840,1 pound sausage in a tube removed from casing,sausage in a tube removed from casing,"""07036"""
2714,2841,4 to 5 potatoes (peeled or not) chopped in 1/2-inch cubes,to potatoes (peeled or not) chopped ininch cubes,"""11352"""
2715,2842,1/2 medium onion chopped,onion chopped,"""11282"""
2716,2843,2 to 4 cloves garlic pressed,to cloves garlic pressed,"""11215"""
2717,2844,1/2 teaspoon ground red pepper or cayenne,ground red pepper or cayenne,"""02031"""
2718,2845,1/2 teaspoon garlic powder,garlic powder,"""02020"""
2719,2846,1/2 teaspoon onion powder,onion powder,"""02026"""
2720,2847,1/2 teaspoon sea salt,sea salt,"""02047"""
2721,2848,1 package flour tortillas,package flour tortillas,"""18363"""
2722,2849,"4 to 12 eggs (cooked """"over-medium"""")","to eggs (cooked """"overmedium"""")","""01123"""
2723,2850,1 bag grated Mexican blend cheese,bag grated mexican blend cheese,"""01270"""
2724,2851,2 cups Green Chile Sauce recipe follows,green chile sauce follows,"""06962"""
2725,2852,2 tablespoons olive oil,olive oil,"""44005"""
2726,2853,1/3 medium onion diced,onion diced,"""11282"""
2727,2854,3 cloves garlic minced,cloves garlic minced,"""11215"""
2728,2855,1 pound Anaheim (mild) chiles stemmed seeded and chopped,anaheim (mild) chiles stemmed seeded and chopped,"""11333"""
2729,2856,Pinch sea salt,pinch sea salt,"""02047"""
2730,2857,2 tablespoons cream of mushroom soup,cream of mushroom soup,"""06338"""
2731,2858,2 tablespoons cream of chicken soup,cream of chicken soup,"""03070"""
2732,2859,2 tablespoons extra-virgin olive oil,extravirgin olive oil,"""44005"""
2733,2860,2 cups finely chopped onions,finely chopped onions,"""11282"""
2734,2861,4 garlic cloves finely chopped,garlic cloves finely chopped,"""11215"""
2735,2862,1 tablespoon paprika,paprika,"""02028"""
2736,2863,1 14.5-ounce can diced fireroasted tomatoes in juice,diced fireroasted tomatoes in juice,"""11529"""
2737,2864,2 teaspoons chopped fresh rosemary,chopped fresh rosemary,"""02063"""
2738,2865,1/4 teaspoon dried crushed red pepper,dried crushed red pepper,"""02031"""
2739,2866,1 cup dry white wine,dry white wine,"""14106"""
2740,2868,3 cups water,water,"""14411"""
2741,2869,8 ounces fingerling potatoes or baby Yukon Gold potatoes cut crosswise into 1/4-inchthick rounds,fingerling potatoes or baby yukon gold potatoes cut crosswise intoinchthick rounds,"""11354"""
2742,2870,1 pound peeled deveined uncooked medium American shrimp,peeled deveined uncooked american shrimp,"""15270"""
2743,2871,1 1/4 cups sifted cake flour,sifted cake flour,"""20084"""
2744,2872,1/2 teaspoon baking soda,baking soda,"""18372"""
2745,2873,1/4 teaspoon baking powder,baking powder,"""18371"""
2746,2874,1/4 teaspoon salt,salt,"""02047"""
2747,2875,8 tablespoons (1 stick) cool unsalted butter cut into pieces,( stick) cool unsalted butter cut into pieces,"""01145"""
2748,2876,1/2 cup plus 2 tablespoons sugar,plus sugar,"""19335"""
2749,2877,1 egg yolk,egg yolk,"""01125"""
2750,2878,1 egg,egg,"""01123"""
2751,2879,1 teaspoon pure vanilla extract,pure vanilla extract,"""02050"""
2752,2880,1/2 cup sour cream,sour cream,"""01056"""
2753,2883,36 (2-inch) lengths red licorice whips,(inch) lengths red licorice whips,"""19112"""
2754,2884,12 (1 1/2-inch) lengths black licorice whips cut in thin tapered strips,(inch) lengths black licorice whips cut in thin tapered strips,"""19112"""
2755,2885,1 tube black icing (the supermarket kind with a small writing tip),tube black icing (the supermarket kind with a writing tip),"""19375"""
2756,2886,2 tablespoons flour,flour,"""20581"""
2757,2887,1 cup milk,milk,"""01077"""
2758,2888,1 cup (2 sticks) unsalted butter,( sticks) unsalted butter,"""01145"""
2759,2889,1 cup confectioners sugar,confectioners sugar,"""19335"""
2760,2890,1 teaspoon vanilla extract,vanilla extract,"""02050"""
2761,2891,1 cup all purpose flour,all purpose flour,"""20581"""
2762,2892,3/4 cup (packed) golden brown sugar,(packed) golden brown sugar,"""19334"""
2763,2893,1/2 teaspoon salt,salt,"""02047"""
2764,2894,1/2 cup (1 stick) chilled unsalted butter diced,( stick) chilled unsalted butter diced,"""01145"""
2765,2895,1 cup pecan halves (about 4 ounces),pecan halves (about ounces),"""12142"""
2766,2896,3/4 cup old-fashioned oats,oldfashioned oats,"""08402"""
2767,2897,1 (8-ounce) package cream cheese room temperature,(ounce) package cream cheese room temperature,"""01017"""
2768,2898,3/4 cup canned pure pumpkin,canned pure pumpkin,"""11424"""
2769,2899,1/2 cup sugar,sugar,"""19335"""
2770,2900,1 large egg,egg,"""01123"""
2771,2901,1 1/2 teaspoons ground cinnamon,ground cinnamon,"""02010"""
2772,2902,1 teaspoon ground ginger,ground ginger,"""02021"""
2773,2903,1 cup sour cream,sour cream,"""01056"""
2774,2904,2 tablespoons sugar,sugar,"""19335"""
2775,2905,1/4 teaspoon vanilla extract,vanilla extract,"""02050"""
2776,2906,1 head garlic,head garlic,"""11215"""
2777,2907,1 (10 to 12-pound) fresh ham,( topound) fresh ham,"""10149"""
2778,2908,1 tablespoon salt,salt,"""02047"""
2779,2909,2 teaspoons cayenne pepper,cayenne pepper,"""02031"""
2780,2910,2 teaspoons dried thyme,dried thyme,"""02042"""
2781,2911,1 cup all-purpose flour,allpurpose flour,"""20581"""
2782,2912,1 tablespoon baking powder,baking powder,"""18371"""
2783,2913,1/2 teaspoon salt,salt,"""02047"""
2784,2914,2 tablespoons sugar,sugar,"""19335"""
2785,2915,1 egg,egg,"""01123"""
2786,2916,1 cup plus 2 tablespoons milk plus extra if needed to thin,plus milk plus extra if needed to thin,"""01077"""
2787,2917,1/2 cup creamy peanut butter melted,creamy peanut butter melted,"""16399"""
2788,2918,2 tablespoons oil,oil,"""44005"""
2789,2919,4 tablespoons butter,butter,"""01001"""
2790,2920,Blackberry Syrup recipe follows,blackberry syrup follows,"""09043"""
2791,2921,2 pints fresh blackberries,fresh blackberries,"""09042"""
2792,2922,3/4 cup sugar,sugar,"""19335"""
2793,2925,4 slices country bread toasted,country bread toasted,"""18029"""
2794,2927,1 teaspoon olive oil,olive oil,"""44005"""
2795,2928,1 cup grape tomatoes halved,grape tomatoes halved,"""11529"""
2796,2929,1/2 tsp kosher salt ,kosher salt ,"""02047"""
2797,2930,1/2 tsp black pepper,black pepper,"""02030"""
2798,2931,1 pound mushrooms sliced,mushrooms sliced,"""11260"""
2799,2932,1 tablespoon fresh thyme leaves,fresh thyme leaves,"""02049"""
2800,2934,8 large eggs,eggs,"""01123"""
2801,2935,1 ounce Parmesan shaved,parmesan shaved,"""01033"""
2802,2936,2 tablespoon chopped fresh chives,chopped fresh chives,"""11156"""
2803,2937,1 large shallot,shallot,"""11677"""
2804,2938,6 garlic cloves,garlic cloves,"""11215"""
2805,2939,1 (2-inch) piece ginger peeled cut into pieces,(inch) piece ginger peeled cut into pieces,"""11216"""
2806,2940,2 tablespoons vegetable oil,vegetable oil,"""04513"""
2807,2941,2 tablespoons red curry paste,red curry paste,"""02015"""
2808,2942,2 teaspoons ground turmeric,ground turmeric,"""02043"""
2809,2943,1 1/2 cups whole peeled tomatoes plus juices from one 15-ounce can or half of one 28-ounce can,whole peeled tomatoes plus juices from oneounce or half of oneounce,"""11529"""
2810,2944,1 (13.5-ounce) can unsweetened coconut milk,(ounce) unsweetened coconut milk,"""12117"""
2811,2945,Kosher salt,kosher salt,"""02047"""
2812,2946,1 pound mixed vegetables (such as cauliflower carrots and/or shallots) cut into 1-inch pieces,mixed vegetables (such as cauliflower carrots andor shallots) cut intoinch pieces,"""11583"""
2813,2947,1 pound firm white fish (such as halibut or cod) skin removed cut into 2-inch pieces,firm white fish (such as halibut or cod) skin removed cut intoinch pieces,"""15130"""
2814,2948,Cooked rice noodles cilantro leaves with tender stems and lime wedges (for serving),cooked rice noodles cilantro leaves with tender stems and lime wedges (for serving),"""20133"""
2815,2949,1 whole bulb garlic,whole bulb garlic,"""11215"""
2816,2950,1 teaspoon olive oil,olive oil,"""44005"""
2817,2951,1 tablespoon butter,butter,"""01001"""
2818,2952,2 large leeks white and light green parts only coarsely chopped and thoroughly washed,leeks white and light green parts only coarsely chopped and thoroughly washed,"""11246"""
2819,2953,1 cooking onion chopped,cooking onion chopped,"""11282"""
2820,2954,3/4 cup dry white wine,dry white wine,"""14106"""
2821,2955,8 purple potatoes or 4 medium Yukon gold or russet potatoes peeled and sliced or diced,purple potatoes or yukon gold or russet potatoes peeled and sliced or diced,"""11352"""
2822,2956,6 cups vegetable broth or chicken stock,vegetable broth or chicken stock,"""06700"""
2823,2957,1/2 teaspoon salt,salt,"""02047"""
2824,2958,1/2 teaspoon white pepper,white pepper,"""02032"""
2825,2959,4 sprigs fresh sage or 1 tablespoon dried sage,fresh sage or dried sage,"""02038"""
2826,2960,3 cups whole milk,whole milk,"""01077"""
2827,2961,4 cups 35-percent cream,cupspercent cream,"""01053"""
2828,2962,1 vanilla bean cut in half and seeds scraped,vanilla bean cut in half and seeds scraped,"""02050"""
2829,2963,6 egg yolks,egg yolks,"""01125"""
2830,2964,1 cup sugar,sugar,"""19335"""
2831,2965,1 cup fruity extra-virgin olive oil,fruity extravirgin olive oil,"""44005"""
2832,2966,2 cups balsamic vinegar,balsamic vinegar,"""02069"""
2833,2967,Fresh berries as a garnish,fresh berries as a,"""09316"""
2834,2968,1/2 cup white wine,white wine,"""14106"""
2835,2969,1/4 cup lemon juice,lemon juice,"""09152"""
2836,2970,2 tablespoons olive oil,olive oil,"""44005"""
2837,2971,1 teaspoon chopped garlic,chopped garlic,"""11215"""
2838,2972,1/2 teaspoon crushed rosemary,crushed rosemary,"""02063"""
2839,2973,1/2 teaspoon crushed thyme,crushed thyme,"""02049"""
2840,2974,1/4 teaspoon salt,salt,"""02047"""
2841,2975,1/4 teaspoon pepper,pepper,"""02030"""
2842,2976,4 (8 ounce) salmon fillets skin on,( ounce) salmon fillets skin on,"""15238"""
2843,2977,1 cup finely chopped walnuts,finely chopped walnuts,"""12155"""
2844,2978,1 cup finely chopped croutons,finely chopped croutons,"""18242"""
2845,2979,1 tablespoon chopped oregano,chopped oregano,"""02027"""
2846,2980,1 tablespoon chopped chives,chopped chives,"""11156"""
2847,2981,2 tablespoons olive oil,olive oil,"""44005"""
2848,2982,2 tablespoons lemon juice,lemon juice,"""09152"""
2849,2983,2 cups flour,flour,"""20581"""
2850,2984,1 cup sugar,sugar,"""19335"""
2851,2985,1/3 cup cocoa powder,cocoa powder,"""19165"""
2852,2986,1 teaspoon baking soda,baking soda,"""18372"""
2853,2987,1/4 teaspoon salt,salt,"""02047"""
2854,2988,2 eggs,eggs,"""01123"""
2855,2989,2 egg whites,egg whites,"""01124"""
2856,2990,3/4 teaspoon vanilla extract,vanilla extract,"""02050"""
2857,2991,2/3 cup whole almonds toasted,whole almonds toasted,"""12061"""
2858,2992,1/3 cup chocolate chips,chocolate chips,"""19120"""
2859,2993,2 envelopes unflavored gelatin,envelopes unflavored gelatin,"""19172"""
2860,2994,4 cups eggnog,eggnog,"""01057"""
2861,2995,1/4 cup sugar,sugar,"""19335"""
2862,2996,1/4 tespoon nutmeg,tespoon nutmeg,"""02025"""
2863,2997,2 tablespoons rum or rum flavoring optional,rum or rum flavoring optional,"""14037"""
2864,2998,1 cup heavy cream,heavy cream,"""01053"""
2865,3000,1 cup coarse fresh bread crumbs (from 2 slices firm white sandwich bread),coarse fresh bread crumbs (from firm white sandwich bread),"""18079"""
2866,3001,1 1/2 cups whole milk,whole milk,"""01077"""
2867,3002,2 medium onions finely chopped (2 cups),onions finely chopped ( cups),"""11282"""
2868,3003,1 Granny Smith apple peeled cored and finely chopped (1 1/2 cups),granny smith apple peeled cored and finely chopped ( cups),"""09502"""
2869,3004,1 3/4 teaspoons salt,salt,"""02047"""
2870,3005,3 tablespoons unsalted butter,unsalted butter,"""01145"""
2871,3006,1/3 cup raisins (1 1/2 ounce),raisins ( ounce),"""09299"""
2872,3007,1/4 cup slivered blanched almonds (1 ounce),slivered blanched almonds ( ounce),"""12062"""
2873,3008,2 tablespoons curry powder (preferably Madras),curry powder (preferably madras),"""02015"""
2874,3009,1 teaspoon sugar,sugar,"""19335"""
2875,3010,3 large eggs,eggs,"""01123"""
2876,3011,2 lb ground lamb or beef (not lean),ground lamb or beef (not lean),"""17371"""
2877,3012,2 tablespoons fresh lemon juice,fresh lemon juice,"""09152"""
2878,3014,1/4 teaspoon black pepper,black pepper,"""02030"""
2879,3018,0.5 oz. Stirrings Simple Syrup,stirrings simple syrup,"""14637"""
2880,3019,1.5 oz. Smirnoff Citrus Vodka,smirnoff citrus vodka,"""14037"""
2881,3020,1 oz. fresh/unsweetened pomegranate juice,freshunsweetened pomegranate juice,"""09442"""
2882,3021,2 tablespoons chicken fat or olive oil,chicken fat or olive oil,"""44005"""
2883,3022,1 1/2 cups chopped white onion,chopped white onion,"""11282"""
2884,3023,1 1/4 pounds carrots peeled diced plus 1 carrot peeled halved lengthwise,carrots peeled diced plus carrot peeled halved lengthwise,"""11124"""
2885,3024,3 3/4 cups low-salt chicken broth,lowsalt chicken broth,"""06970"""
2886,3025,3/4 cup diced peeled fuji apple plus 1/2 cup finely diced (for garnish),diced peeled fuji apple plus finely diced (for garnish),"""09503"""
2887,3026,2 teaspoons chopped fresh ginger,chopped fresh ginger,"""11216"""
2888,3027,4 1/2 tablespoons frozen apple juice concentrate thawed,frozen apple juice concentrate thawed,"""03166"""
2889,3028,1/4 teaspoon freshly grated nutmeg,freshly grated nutmeg,"""02025"""
2890,3029,1/4 teaspoon ground allspice,ground allspice,"""02001"""
2891,3030,Coarse kosher salt,coarse kosher salt,"""02047"""
2892,3031,Chopped fresh mint,chopped fresh mint,"""02064"""
2893,3032,Nonstick olive oil spray,nonstick olive oil spray,"""04679"""
2894,3033,1 1/2 cups chopped walnuts,chopped walnuts,"""12155"""
2895,3034,1 cup all purpose flour,all purpose flour,"""20581"""
2896,3035,1 tablespoon baking powder,baking powder,"""18371"""
2897,3036,4 large eggs,eggs,"""01123"""
2898,3037,1 1/2 cups sugar,sugar,"""19335"""
2899,3040,1/2 cup olive oil,olive oil,"""44005"""
2900,3041,Powdered sugar,powdered sugar,"""19336"""
2901,3042,3 large Idaho potatoes cut into 1-inch cubes held in water until ready to use,idaho potatoes cut intoinch cubes held in water until ready to use,"""11352"""
2902,3043,Kosher salt,kosher salt,"""02047"""
2903,3044,1 large celery root tough outer parts removed cut into 1-inch cubes,celery root tough outer parts removed cut intoinch cubes,"""11143"""
2904,3045,1 to 1 1/2 cups heavy cream,to heavy cream,"""01053"""
2905,3046,1 stick cold butter cut into pats,cold butter cut into pats,"""01001"""
2906,3047,4 tablespoons grapeseed oil or corn oil divided,grapeseed oil or corn oil divided,"""04517"""
2907,3049,1/2 cup water divided,water divided,"""14411"""
2908,3050,1 medium onion chopped,onion chopped,"""11282"""
2909,3051,2 small dried red chiles (such as chiles de árbol) seeded chopped,dried red chiles (such as chiles de árbol) seeded chopped,"""02031"""
2910,3052,3 garlic cloves minced,garlic cloves minced,"""11215"""
2911,3053,2 tablespoons fish sauce (such as nam pla or nuoc nam),fish sauce (such as nam pla or nuoc nam),"""06179"""
2912,3054,1 teaspoon sugar,sugar,"""19335"""
2913,3055,1 teaspoon freshly ground black pepper,freshly ground black pepper,"""02030"""
2914,3056,2 cups uncooked wild rice,uncooked wild rice,"""20041"""
2915,3057,8 cups low-sodium chicken broth or stock plus more if needed for thinning,lowsodium chicken broth or stock plus more if needed for thinning,"""06970"""
2916,3058,3 heads broccoli cut into small florets,heads broccoli cut into florets,"""11090"""
2917,3059,8 tablespoons (1 stick) butter,( stick) butter,"""01001"""
2918,3060,1 pound white button or cremini mushrooms finely chopped,white button or cremini mushrooms finely chopped,"""11260"""
2919,3061,1 medium onion finely diced,onion finely diced,"""11282"""
2920,3062,2 carrots peeled and finely diced,carrots peeled and finely diced,"""11124"""
2921,3063,2 stalks celery finely diced,stalks celery finely diced,"""11143"""
2922,3064,1/4 cup all-purpose flour,allpurpose flour,"""20581"""
2923,3065,1/2 cup heavy cream,heavy cream,"""01053"""
2924,3066,1 teaspoon salt or more to taste,salt or more to taste,"""02047"""
2925,3067,1 teaspoon black pepper or more to taste,black pepper or more to taste,"""02030"""
2926,3068,1 cup panko breadcrumbs,panko breadcrumbs,"""18376"""
2927,3069,2 tablespoons minced fresh parsley,minced fresh parsley,"""11297"""
2928,3070,4 red bell peppers,red bell peppers,"""11821"""
2929,3071,2 medium to large onions,to onions,"""11282"""
2930,3072,3 bulbs of garlic,bulbs of garlic,"""11215"""
2931,3073,2 teaspoons salt,salt,"""02047"""
2932,3074,1/2 a Scotch bonnet pepper,a scotch bonnet pepper,"""11819"""
2933,3075,1/4 pound plum tomatoes,plum tomatoes,"""11529"""
2934,3076,1/4 cup sunflower oil,sunflower oil,"""04642"""
2935,3077,1 teaspoon dried thyme,dried thyme,"""02042"""
2936,3078,1/2 teaspoon ground ginger,ground ginger,"""02021"""
2937,3079,1/2 teaspoon cayenne pepper or alternative,cayenne pepper or alternative,"""02031"""
2938,3080,1/4 teaspoon smoked paprika,smoked paprika,"""02028"""
2939,3081,1 heaping teaspoon tomato paste,heaping tomato paste,"""11546"""
2940,3082,Generous 2 cups chicken stock,generous chicken stock,"""06172"""
2941,3083,1 teaspoon red palm oil,red palm oil,"""04055"""
2942,3084,1 1/4 cups white basmati rice,white basmati rice,"""20051"""
2943,3085,3 cups cake flour,cake flour,"""20084"""
2944,3086,3/4 teaspoon baking soda,baking soda,"""18372"""
2945,3087,3/4 teaspoon salt,salt,"""02047"""
2946,3088,1 1/2 teaspoons baking powder,baking powder,"""18371"""
2947,3089,3 sticks butter room temperature,butter room temperature,"""01001"""
2948,3090,2 1/3 cups sugar,sugar,"""19335"""
2949,3091,3 large egg whites,egg whites,"""01124"""
2950,3092,2 teaspoons vanilla extract,vanilla extract,"""02050"""
2951,3093,1 1/2 cups buttermilk room temperature,buttermilk room temperature,"""01230"""
2952,3094,Sweetened whipped cream for topping,sweetened whipped cream for topping,"""01054"""
2953,3097,2 tablespoons vegetable oil,vegetable oil,"""04513"""
2954,3098,"1 (3 1/2 pound) first-cut brisket with """"fat cap"""" (do not trim)","( pound) firstcut brisket with """"fat cap"""" (do not trim)","""13805"""
2955,3099,3 tablespoons sweet paprika,sweet paprika,"""02028"""
2956,3100,1 tablespoon kosher salt plus for brisket,kosher salt plus for brisket,"""02047"""
2957,3101,Freshly ground black pepper,freshly ground black pepper,"""02030"""
2958,3102,6 medium yellow onions cut into thin wedges with root end attached,yellow onions cut into thin wedges with root end attached,"""11294"""
2959,3103,1 1/2 cups sweet vermouth,sweet vermouth,"""14037"""
2960,3104,4 cups low-sodium chicken broth,lowsodium chicken broth,"""06970"""
2961,3105,8 medium carrots peeled and cut into thirds (14 ounces),carrots peeled and cut into thirds ( ounces),"""11124"""
2962,3106,1 lemon,lemon,"""09150"""
2963,3107,1/4 cup granulated sugar,granulated sugar,"""19335"""
2964,3108,2 cups gin,gin,"""14037"""
2965,3109,3/4 cup elderflower liqueur such as St. Germain,elderflower liqueur such as st germain,"""14037"""
2966,3110,1 1/2 cups ice,ice,"""14411"""
2967,3111,4 tablespoons butter,butter,"""01001"""
2968,3112,1 large shallot (or 2 small) minced,shallot (or small) minced,"""11677"""
2969,3113,4 tablespoons all-purpose flour,allpurpose flour,"""20581"""
2970,3114,3 cups milk,milk,"""01077"""
2971,3116,One 8-ounce block cream cheese,oneounce block cream cheese,"""01017"""
2972,3117,2 cups grated Manchego cheese,grated manchego cheese,"""01033"""
2973,3118,1 cup grated Cheddar,grated cheddar,"""01270"""
2974,3119,2 tablespoons freshly chopped parsley leaves,freshly chopped parsley leaves,"""11297"""
2975,3120,2 tablespoons sherry optional,sherry optional,"""14096"""
2976,3121,One 16-ounce box elbow macaroni,oneounce box elbow macaroni,"""20420"""
2977,3122,1 pound lump crabmeat,lump crabmeat,"""15143"""
2978,3123,4 tablespoons melted butter,melted butter,"""01001"""
2979,3124,1 cup bread crumbs,bread crumbs,"""18079"""
2980,3126,1 tablespoon freshly chopped parsley leaves,freshly chopped parsley leaves,"""11297"""
2981,3127,4 pounds baby back pork ribs cut into individual ribs,baby back pork cut into individual,"""10192"""
2982,3128,6 garlic cloves finely chopped,garlic cloves finely chopped,"""11215"""
2983,3129,1 1/2 cups dry red wine,dry red wine,"""14096"""
2984,3130,1/2 cup water,water,"""14411"""
2985,3131,2 tablespoons sweet paprika,sweet paprika,"""02028"""
2986,3132,3 tablespoons Sherry vinegar,sherry vinegar,"""02068"""
2987,3133,1 1/2 tablespoons firmly packed brown sugar,firmly packed brown sugar,"""19334"""
2988,3134,1 tablespoon salt,salt,"""02047"""
2989,3135,Freshly ground black pepper,freshly ground black pepper,"""02030"""
2990,3136,1 fennel bulb trimmed and cut into large chunks,fennel bulb trimmed and cut into chunks,"""11957"""
2991,3137,3 to 4 cloves garlic,to cloves garlic,"""11215"""
