,original_text,NDB_ID,Description
2900,8 cups low-sodium chicken broth or stock plus more if needed for thinning,"""06970""","soup, chicken broth, low sodium, canned"
2901,3 heads broccoli cut into small florets,"""11090""","broccoli, raw"
2902,8 tablespoons (1 stick) butter,"""01001""","butter, salted"
2903,1 pound white button or cremini mushrooms finely chopped,"""11260""","mushrooms, white, raw"
2904,1 medium onion finely diced,"""11282""","onions, raw"
2905,2 carrots peeled and finely diced,"""11124""","carrots, raw"
2906,2 stalks celery finely diced,"""11143""","celery, raw"
2907,1/4 cup all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
2908,1/2 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
2909,1 teaspoon salt or more to taste,"""02047""","salt, table"
2910,1 teaspoon black pepper or more to taste,"""02030""","spices, pepper, black"
2911,1 cup panko breadcrumbs,"""18376""","bread, crumbs, dry, grated, seasoned"
2912,2 tablespoons minced fresh parsley,"""11297""","parsley, fresh"
2913,4 red bell peppers,"""11821""","peppers, sweet, red, raw"
2914,2 medium to large onions,"""11282""","onions, raw"
2915,3 bulbs of garlic,"""11215""","garlic, raw"
2916,2 teaspoons salt,"""02047""","salt, table"
2917,1/2 a Scotch bonnet pepper,"""11819""","peppers, hot chili, red, raw"
2918,1/4 pound plum tomatoes,"""11529""","tomatoes, red, ripe, raw, year round average"
2919,1/4 cup sunflower oil,"""04642""","oil, industrial, mid-oleic, sunflower"
2920,1 teaspoon dried thyme,"""02042""","spices, thyme, dried"
2921,1/2 teaspoon ground ginger,"""02021""","spices, ginger, ground"
2922,1/2 teaspoon cayenne pepper or alternative,"""02031""","spices, pepper, red or cayenne"
2923,1/4 teaspoon smoked paprika,"""02028""","spices, paprika"
2924,1 heaping teaspoon tomato paste,"""11546""","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)"
2925,Generous 2 cups chicken stock,"""06172""","soup, stock, chicken, home-prepared"
2926,1 teaspoon red palm oil,"""04055""","oil, palm"
2927,1 1/4 cups white basmati rice,"""20051""","rice, white, medium-grain, enriched, cooked"
2928,3 cups cake flour,"""20084""","wheat flour, white, cake, enriched"
2929,3/4 teaspoon baking soda,"""18372""","leavening agents, baking soda"
2930,3/4 teaspoon salt,"""02047""","salt, table"
2931,1 1/2 teaspoons baking powder,"""18371""","leavening agents, baking powder, low-sodium"
2932,3 sticks butter room temperature,"""01001""","butter, salted"
2933,2 1/3 cups sugar,"""19335""","sugars, granulated"
2934,3 large egg whites,"""01124""","egg, white, raw, fresh"
2935,2 teaspoons vanilla extract,"""02050""",vanilla extract
2936,1 1/2 cups buttermilk room temperature,"""01230""","milk, buttermilk, fluid, whole"
2937,Sweetened whipped cream for topping,"""01054""","cream, whipped, cream topping, pressurized"
2938,2 tablespoons vegetable oil,"""04513""","vegetable oil, palm kernel"
2939,"1 (3 1/2 pound) first-cut brisket with """"fat cap"""" (do not trim)","""13805""","beef, brisket, flat half, separable lean and fat, trimmed to 1/8"" fat, all grades, raw"
2940,3 tablespoons sweet paprika,"""02028""","spices, paprika"
2941,1 tablespoon kosher salt plus for brisket,"""02047""","salt, table"
2942,Freshly ground black pepper,"""02030""","spices, pepper, black"
2943,6 medium yellow onions cut into thin wedges with root end attached,"""11294""","onions, sweet, raw"
2944,1 1/2 cups sweet vermouth,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
2945,4 cups low-sodium chicken broth,"""06970""","soup, chicken broth, low sodium, canned"
2946,8 medium carrots peeled and cut into thirds (14 ounces),"""11124""","carrots, raw"
2947,1 lemon,"""09150""","lemons, raw, without peel"
2948,1/4 cup granulated sugar,"""19335""","sugars, granulated"
2949,2 cups gin,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
2950,3/4 cup elderflower liqueur such as St. Germain,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
2951,1 1/2 cups ice,"""14411""","beverages, water, tap, drinking"
2952,4 tablespoons butter,"""01001""","butter, salted"
2953,1 large shallot (or 2 small) minced,"""11677""","shallots, raw"
2954,4 tablespoons all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
2955,3 cups milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
2956,One 8-ounce block cream cheese,"""01017""","cheese, cream"
2957,2 cups grated Manchego cheese,"""01033""","cheese, parmesan, hard"
2958,1 cup grated Cheddar,"""01270""","cheese, cheddar, sharp, sliced"
2959,2 tablespoons freshly chopped parsley leaves,"""11297""","parsley, fresh"
2960,2 tablespoons sherry optional,"""14096""","alcoholic beverage, wine, table, red"
2961,One 16-ounce box elbow macaroni,"""20420""","pasta, dry, unenriched"
2962,1 pound lump crabmeat,"""15143""","crustaceans, crab, dungeness, raw"
2963,4 tablespoons melted butter,"""01001""","butter, salted"
2964,1 cup bread crumbs,"""18079""","bread, crumbs, dry, grated, plain"
2965,1 tablespoon freshly chopped parsley leaves,"""11297""","parsley, fresh"
2966,4 pounds baby back pork ribs cut into individual ribs,"""10192""","pork, fresh, backribs, separable lean and fat, raw"
2967,6 garlic cloves finely chopped,"""11215""","garlic, raw"
2968,1 1/2 cups dry red wine,"""14096""","alcoholic beverage, wine, table, red"
2969,1/2 cup water,"""14411""","beverages, water, tap, drinking"
2970,2 tablespoons sweet paprika,"""02028""","spices, paprika"
2971,3 tablespoons Sherry vinegar,"""02068""","vinegar, red wine"
2972,1 1/2 tablespoons firmly packed brown sugar,"""19334""","sugars, brown"
2973,1 tablespoon salt,"""02047""","salt, table"
2974,Freshly ground black pepper,"""02030""","spices, pepper, black"
2975,1 fennel bulb trimmed and cut into large chunks,"""11957""","fennel, bulb, raw"
2976,3 to 4 cloves garlic,"""11215""","garlic, raw"
2977,2 1/2 pounds boneless pork shoulder with some of the fat cut into 1-inch cubes,"""10070""","pork, fresh, shoulder, whole, separable lean and fat, raw"
2978,1 tablespoon fennel seeds,"""02018""","spices, fennel seed"
2979,1 teaspoon caraway seeds optional,"""02005""","spices, caraway seed"
2980,1 teaspoon salt,"""02047""","salt, table"
2981,1/2 teaspoon pepper or more to taste,"""02030""","spices, pepper, black"
2982,4 ounces garlic chive or garlic flavored goat cheese (recommend: Surfing Goat Dairy Rolling Green),"""11156""","chives, raw"
2983,1/2 cup mayonnaise,"""42138""","mayonnaise, reduced-calorie or diet, cholesterol-free"
2984,2 1/2 tablespoons finely minced fresh ginger,"""11216""","ginger root, raw"
2985,3 ounces spicy Hawaiian Portuguese sausage ( can substitute Portuguese Sausage or linguica),"""07036""","sausage, italian, pork, mild, raw"
2986,2 pounds ground chuck,"""13786""","beef, chuck eye roast, boneless, america's beef roast, separable lean and fat, trimmed to 0"" fat, all grades, raw"
2987,1/3 cup minced ripe papaya,"""09226""","papayas, raw"
2988,1/3 cup minced Maui onion or other sweet onion,"""11294""","onions, sweet, raw"
2989,5 tablespoons Asian style spiced sea salt,"""02047""","salt, table"
2990,2/3 cup sweet chili sauce,"""06961""","sauce, peppers, hot, chili, mature red, canned"
2991,2 1/2 tablespoons shoyu (Japanese soy sauce) preferably Yamasa,"""16123""",soy sauce made from soy and wheat (shoyu)
2992,3 tablespoons macadamia nut oil (can substitute peanut oil),"""04528""","oil, walnut"
2993,2 small Hass avocados pitted peeled and thinly sliced lengthwise,"""09038""","avocados, raw, california"
2994,1 1/2 tablespoons fresh lemon juice preferably Meyer,"""09152""","lemon juice, raw"
2995,1/2 ripe papaya coarsely chopped,"""09226""","papayas, raw"
2996,5 cups chopped watercress,"""11591""","watercress, raw"
2997,2 small Maui onions or other sweet onions thinly sliced and separated into rings,"""11294""","onions, sweet, raw"
2998,2 Large cloves garlic minced,"""11215""","garlic, raw"
2999,1/4 teaspoon crushed red pepper flakes,"""02031""","spices, pepper, red or cayenne"
3000,2 Tablespoons shoyu (Japanese soy sauce) Preferably Yamasa,"""16123""",soy sauce made from soy and wheat (shoyu)
3001,Vegetable oil for brushing on the grill rack,"""04513""","vegetable oil, palm kernel"
3002,6 seeded hamburger buns or sandwich rolls split,"""28288""","bread, roll, mexican, bollilo"
3003,8 1/3-inch-thick rounds red onion,"""11282""","onions, raw"
3004,8 large shiitake mushrooms stemmed,"""11238""","mushrooms, shiitake, raw"
3005,8 red radishes trimmed halved,"""11429""","radishes, raw"
3006,4 baby bok choy halved lengthwise,"""11116""","cabbage, chinese (pak-choi), raw"
3007,1 large orange bell pepper cut lengthwise into 8 strips,"""11951""","peppers, sweet, yellow, raw"
3008,1 1/4 cups Mango-Sesame Dressing  divided,"""04016""","salad dressing, sesame seed dressing, regular"
3009,6 boneless chicken breast halves with skin,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
3010,Nonstick vegetable oil spray,"""04679""","oil, pam cooking spray, original"
3011,8 large eggs,"""01123""","egg, whole, raw, fresh"
3012,1/4 teaspoon salt,"""02047""","salt, table"
3013,1/2 teaspoon black pepper,"""02030""","spices, pepper, black"
3014,1/4 cup olive oil,"""44005""","oil, corn, peanut, and olive"
3015,2 cups frozen shredded hash brown potatoes (from a 16-oz bag),"""11370""","potatoes, hash brown, home-prepared"
3016,1 bunch scallions chopped (2 cups),"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3017,1 quart 40-percent whipping cream,"""01053""","cream, fluid, heavy whipping"
3018,2 cups canned pumpkin,"""11424""","pumpkin, canned, without salt"
3019,2 cups granulated sugar,"""19335""","sugars, granulated"
3020,2 cups brown sugar,"""19334""","sugars, brown"
3021,4 ounces pumpkin pie spice,"""11426""","pumpkin pie mix, canned"
3022,2 ounces vanilla extract,"""02050""",vanilla extract
3023,1 dozen eggs,"""01123""","egg, whole, raw, fresh"
3024,1 vanilla bean seeds scraped,"""02050""",vanilla extract
3025,1 loaf French bread torn in pieces,"""18029""","bread, french or vienna (includes sourdough)"
3026,4 tablespoons cornstarch,"""20027""",cornstarch
3027,1 quart 40-percent whipping cream,"""01053""","cream, fluid, heavy whipping"
3028,2 cups granulated sugar,"""19335""","sugars, granulated"
3029,1 stick butter,"""01001""","butter, salted"
3030,1 cup dark rum,"""14050""","alcoholic beverage, distilled, rum, 80 proof"
3031,1/4 cup dry bread crumbs,"""18079""","bread, crumbs, dry, grated, plain"
3032,1/4 cup milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
3033,1 medium onion finely diced,"""11282""","onions, raw"
3034,5 cloves garlic smashed,"""11215""","garlic, raw"
3035,1 egg,"""01123""","egg, whole, raw, fresh"
3036,3 teaspoons fennel seed toasted,"""02018""","spices, fennel seed"
3037,1 tablespoon kosher salt,"""02047""","salt, table"
3038,1 teaspoon black pepper,"""02030""","spices, pepper, black"
3039,3/4 cup fresh flat-leaf parsley chopped,"""11297""","parsley, fresh"
3040,3/4 pound ground beef,"""23572""","beef, ground, 80% lean meat / 20% fat, raw"
3041,3/4 pound ground veal,"""17142""","veal, ground, raw"
3042,3/4 pound ground pork,"""10219""","pork, fresh, ground, raw"
3043,1 cup balsamic vinegar,"""02069""","vinegar, balsamic"
3044,1 cup apple cider vinegar,"""02048""","vinegar, cider"
3045,1/4 cup blackstrap molasses,"""19304""",molasses
3046,1/4 cup corn syrup,"""19351""","syrups, corn, high-fructose"
3047,1/3 cup shallots minced,"""11677""","shallots, raw"
3048,2 tablespoons finely chopped tarragon leaves,"""02041""","spices, tarragon, dried"
3049,1 tablespoon chipotle peppers,"""11819""","peppers, hot chili, red, raw"
3050,1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
3051,1/2 teaspoon sambal oelek*,"""06961""","sauce, peppers, hot, chili, mature red, canned"
3052,1/4 cup dried dates pitted and chopped,"""09421""","dates, medjool"
3053,1/4 cup tomato paste,"""11546""","tomato products, canned, paste, without salt added (includes foods for usda's food distribution program)"
3054,1/4 cup brown sugar,"""19334""","sugars, brown"
3055,1 tablespoon soy sauce,"""16124""",soy sauce made from soy (tamari)
3056,1 1/2 teaspoons minced garlic,"""11215""","garlic, raw"
3057,1 1/2 teaspoons tamarind paste*,"""09437""","tamarind nectar, canned"
3058,1 teaspoon Dijon mustard,"""02046""","mustard, prepared, yellow"
3059,1 teaspoon kosher salt,"""02047""","salt, table"
3060,1 pinch baking soda,"""18372""","leavening agents, baking soda"
3061,2 cucumbers peeled seeded and finely diced (about 4 cups),"""11205""","cucumber, with peel, raw"
3062,1 large onion finely diced,"""11282""","onions, raw"
3063,1 small hot pepper seeded finely diced,"""11819""","peppers, hot chili, red, raw"
3064,1 teaspoon kosher salt,"""02047""","salt, table"
3065,3/4 cup sugar,"""19335""","sugars, granulated"
3066,1/2 cup white vinegar,"""02053""","vinegar, distilled"
3067,2 teaspoons mustard seed,"""02024""","spices, mustard seed, ground"
3068,1 teaspoon celery seed,"""02007""","spices, celery seed"
3069,1/4 teaspoon ground cloves,"""02011""","spices, cloves, ground"
3070,1/2 teaspoon turmeric,"""02043""","spices, turmeric, ground"
3071,8 large tomatoes cored and seeded,"""11529""","tomatoes, red, ripe, raw, year round average"
3072,2 teaspoons coarse salt,"""02047""","salt, table"
3073,1/2 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
3074,1 pound fettuccine,"""20420""","pasta, dry, unenriched"
3075,1 pound medium shrimp peeled and deveined,"""15270""","crustaceans, shrimp, raw"
3076,1 teaspoon crushed red pepper flakes,"""02031""","spices, pepper, red or cayenne"
3077,1/2 cup tequila,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3078,1 avocado seed removed peeled and diced,"""09038""","avocados, raw, california"
3079,1 bunch cilantro chopped,"""11165""","coriander (cilantro) leaves, raw"
3080,4 ounces dried rice vermicelli,"""43114""","vermicelli, made from soy"
3081,12 sheets banh trang rice papers or spring roll wrap 8- inches round,"""18368""",wonton wrappers (includes egg roll wrappers)
3082,12 leaves Boston lettuce ribs removed (substitution: oak leaf lettuce),"""11253""","lettuce, green leaf, raw"
3083,1 small cucumber peeled halved lengthwise seeded and thinly sliced in half moons,"""11205""","cucumber, with peel, raw"
3084,3 medium carrots peeled and julienned,"""11124""","carrots, raw"
3085,8 ounces boneless skinless cooked chicken breast,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
3086,3 scallions cut into 1-inch long pieces and julienned,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3087,24 large mint leaves,"""02064""","peppermint, fresh"
3088,2 tablespoons vegetable oil,"""04513""","vegetable oil, palm kernel"
3089,1 1/2 to 2 tablespoons red curry paste,"""02015""","spices, curry powder"
3090,1 1/2 cups unsalted roasted peanuts finely ground,"""16390""","peanuts, all types, dry-roasted, without salt"
3091,1/4 cup palm sugar (substitution: granulated sugar),"""19335""","sugars, granulated"
3092,2 cups unsweetened coconut milk,"""12117""","nuts, coconut milk, raw (liquid expressed from grated meat and water)"
3093,2 cups low-sodium chicken broth,"""06970""","soup, chicken broth, low sodium, canned"
3094,1/2 cup tamarind concentrate,"""09437""","tamarind nectar, canned"
3095,3 tablespoons hoisin sauce,"""06175""","sauce, hoisin, ready-to-serve"
3096,1/2 cup packed fresh Thai basil leaves minced,"""02044""","basil, fresh"
3097,1/2 cup packed fresh cilantro leaves minced,"""11165""","coriander (cilantro) leaves, raw"
3098,3 cups stale French bread cut in 3/4-inch cubes,"""18349""","rolls, french"
3099,2 cups milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
3100,2 eggs,"""01123""","egg, whole, raw, fresh"
3101,1 cup sugar,"""19335""","sugars, granulated"
3102,1 tablespoon vanilla extract,"""02050""",vanilla extract
3103,1/2 teaspoon cinnamon,"""02010""","spices, cinnamon, ground"
3104,1/4 teaspoon nutmeg,"""02025""","spices, nutmeg, ground"
3105,4 tablespoons butter melted and slightly cooled,"""01001""","butter, salted"
3106,1/2 cup sultana raisins,"""09299""","raisins, seeded"
3107,2 egg yolks,"""01125""","egg, yolk, raw, fresh"
3108,1 stick butter not margarine,"""01001""","butter, salted"
3109,1 cup sugar,"""19335""","sugars, granulated"
3110,1/3 cup bourbon whiskey to taste,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3111,2 cups hot water,"""14411""","beverages, water, tap, drinking"
3112,1/2 cup chocolate syrup,"""19924""","syrup, nestle, chocolate"
3113,2 teaspoons instant espresso (recommended: Medaglia Doro),"""14214""","beverages, coffee, instant, regular, powder"
3114,2 tablespoons hazelnut liqueur (recommended: Frangelico),"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3115,Fresh raspberries for garnish,"""09302""","raspberries, raw"
3116,4 tablespoons unsalted butter,"""01145""","butter, without salt"
3117,1 cup frozen corn kernels thawed,"""11774""","corn, sweet, yellow, frozen, kernels, cut off cob, boiled, drained, with salt"
3118,1 medium onion cut into 1/4-inch dice,"""11282""","onions, raw"
3119,1 red pepper seeded cut into 1/4-inch dice,"""11821""","peppers, sweet, red, raw"
3120,4 cloves garlic peeled and minced,"""11215""","garlic, raw"
3121,1 tablespoon plus 1 teaspoon kosher salt,"""02047""","salt, table"
3122,2 teaspoons cumin,"""02014""","spices, cumin seed"
3123,2 teaspoons chile powder,"""02009""","spices, chili powder"
3124,1/2 teaspoon cayenne pepper,"""02031""","spices, pepper, red or cayenne"
3125,1/4 all-purpose flour,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3126,4 cups milk cold,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
3127,2 cups shredded cheddar,"""01270""","cheese, cheddar, sharp, sliced"
3128,1 cup shredded Monterey Jack,"""01025""","cheese, monterey"
3129,1/2 cup scallions thinly sliced,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3130,1 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
3131,1 pound mini rigatoni cooked al dente according to package directions,"""20420""","pasta, dry, unenriched"
3132,1/2 cup panko breadcrumbs,"""18376""","bread, crumbs, dry, grated, seasoned"
3133,1/2 cup crumbled cotija cheese for garnish,"""01267""","cheese, mexican, queso cotija"
3134,1/4 cup cilantro leaves minced for garnish,"""11165""","coriander (cilantro) leaves, raw"
3135,1/4 cup pickled jalapenos drained minced for garnish,"""31034""","peppers, hot pickled, canned"
3136,1 bottle white wine (Spanish table wine),"""14106""","alcoholic beverage, wine, table, white"
3137,3 ounces brandy,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3138,2 ounces triple sec,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3139,1 cup orange juice,"""42270""","beverages, orange juice drink"
3140,1 cup pineapple juice,"""09409""","pineapple juice, canned or bottled, unsweetened, with added ascorbic acid"
3141,2 ounces simple syrup (equal parts sugar and water brought to a boil for 2 minutes in a small saucepan) and cooled,"""14637""","water, with corn syrup and/or sugar and low calorie sweetener, fruit flavored"
3142,3 ounces white peach puree (peel peaches remove pit and puree in a blender with a small amount of water),"""09370""","peaches, canned, heavy syrup, drained"
3143,Fresh peaches oranges and apples sliced,"""09236""","peaches, yellow, raw"
3144,1 clove garlic peeled,"""11215""","garlic, raw"
3145,Kosher salt,"""02047""","salt, table"
3146,1 1/2 pounds vine-ripened tomatoes preferably heirloom varieties roughly chopped,"""11529""","tomatoes, red, ripe, raw, year round average"
3147,8 ounces cucumbers peeled seeded and roughly chopped,"""11205""","cucumber, with peel, raw"
3148,2 scallions (white and green parts) roughly chopped,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3149,1/2 green bell pepper cored seeded and roughly chopped,"""11333""","peppers, sweet, green, raw"
3150,1/4 jalapeno stemmed and roughly chopped (with seeds if you like the heat),"""11979""","peppers, jalapeno, raw"
3151,1/4 cup roughly chopped fresh flat-leaf parsley,"""11297""","parsley, fresh"
3152,2 tablespoons roughly chopped fresh mint,"""02064""","peppermint, fresh"
3153,Freshly ground black pepper,"""02030""","spices, pepper, black"
3154,2 tablespoons extra-virgin olive oil plus more for garnish,"""44005""","oil, corn, peanut, and olive"
3155,1 tablespoon sherry vinegar,"""02068""","vinegar, red wine"
3156,1 1/2 cups chilled low-sodium tomato juice,"""11886""","tomato juice, canned, without salt added"
3157,4 ice cubes,"""14411""","beverages, water, tap, drinking"
3158,4 tablespoons cubed cucumber for garnish optional,"""11205""","cucumber, with peel, raw"
3159,3 cloves garlic,"""11215""","garlic, raw"
3160,1 cup packed cilantro leaves,"""11165""","coriander (cilantro) leaves, raw"
3161,2 teaspoons ground cumin,"""02014""","spices, cumin seed"
3162,1 1/2 teaspoons kosher salt,"""02047""","salt, table"
3163,1 teaspoon freshly ground black pepper,"""02030""","spices, pepper, black"
3164,1/4 cup tequila,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3165,1 pound tilapia fillets,"""15261""","fish, tilapia, raw"
3166,1 tablespoon olive oil,"""44005""","oil, corn, peanut, and olive"
3167,8 (7-inch) round Flour Tortillas recipe follows,"""18363""","tortillas, ready-to-bake or -fry, corn"
3168,Shredded red cabbage,"""11112""","cabbage, red, raw"
3169,Lime wedges,"""09160""","lime juice, raw"
3170,9 ounces all-purpose flour plus 1/4 cup for kneading and rolling,"""20581""","wheat flour, white, all-purpose, enriched, unbleached"
3171,1 teaspoon kosher salt,"""02047""","salt, table"
3172,1/3 cup lard,"""04002""",lard
3173,1/2 cup cool water,"""14411""","beverages, water, tap, drinking"
3174,1 cup heavy cream,"""01053""","cream, fluid, heavy whipping"
3175,1 tablespoon buttermilk,"""01230""","milk, buttermilk, fluid, whole"
3176,1 chipotle chile in adobo sauce,"""11820""","peppers, hot chili, red, canned, excluding seeds, solids and liquids"
3177,1/4 teaspoon kosher salt,"""02047""","salt, table"
3178,16 ounces of orange juice reduced by 1/2 in volume,"""42270""","beverages, orange juice drink"
3179,Juice of one lemon,"""09152""","lemon juice, raw"
3180,1/2 cup peanut oil,"""44005""","oil, corn, peanut, and olive"
3181,1/4 cup rice wine vinegar,"""04135""","salad dressing, home recipe, vinegar and oil"
3182,3 cups self-rising flour,"""20082""","wheat flour, white, all-purpose, self-rising, enriched"
3183,1/2 cup sugar,"""19335""","sugars, granulated"
3184,12 ounces beer,"""14006""","alcoholic beverage, beer, light"
3185,2 tablespoons melted butter,"""01001""","butter, salted"
3186,1/2 cup dry red wine,"""14096""","alcoholic beverage, wine, table, red"
3187,1/4 cup minced shallots,"""11677""","shallots, raw"
3188,1/2 teaspoon red wine vinegar,"""02068""","vinegar, red wine"
3189,2 8-ounce Yukon Gold potatoes,"""11362""","potatoes, raw, skin"
3190,Fine sea salt,"""02047""","salt, table"
3191,10 tablespoons (1 1/4 sticks) chilled unsalted butter divided,"""01145""","butter, without salt"
3192,2 tablespoons whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
3193,1/2 cup sour cream,"""01056""","cream, sour, cultured"
3194,4 tablespoons chopped green onion tops divided,"""11291""","onions, spring or scallions (includes tops and bulb), raw"
3195,4 ounces smoked salmon chopped,"""15077""","fish, salmon, chinook, smoked"
3196,1/4 cup water,"""14411""","beverages, water, tap, drinking"
3197,4 7- to 8-ounce skinless salmon fillets each cut lengthwise into 2 strips,"""15238""","fish, salmon, coho, farmed, raw"
3198,Cracked black peppercorns,"""02030""","spices, pepper, black"
3199,Chopped fresh chives,"""11156""","chives, raw"
3200,1 whole boneless prime rib (12 to 15 pounds),"""13847""","beef, rib, large end (ribs 6-9), separable lean and fat, trimmed to 1/8"" fat, prime, raw"
3201,1/4 cup olive oil,"""44005""","oil, corn, peanut, and olive"
3202,3 cloves garlic pressed,"""11215""","garlic, raw"
3203,1 large onion diced,"""11282""","onions, raw"
3204,1/4 teaspoon dried rosemary,"""02036""","spices, rosemary, dried"
3205,1/2 teaspoon dried parsley flakes recipe follows,"""02029""","spices, parsley, dried"
3206,3/4 teaspoon dried oregano preferably Greek,"""02027""","spices, oregano, dried"
3207,3/4 teaspoon coarse salt,"""02047""","salt, table"
3208,1 small dried hot red pepper minced,"""02031""","spices, pepper, red or cayenne"
3209,4 chicken thighs and drumsticks about 3 pounds,"""05674""","chicken, skin (drumsticks and thighs), raw"
3210,2 whole split chicken breasts about 1 3/4 pounds,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
3211,2 chicken wings about 1/2 pound,"""05100""","chicken, broilers or fryers, wing, meat and skin, raw"
3212,1/2 cup red-wine vinegar,"""02068""","vinegar, red wine"
3213,6 cups drained and seeded canned whole tomatoes halved,"""11529""","tomatoes, red, ripe, raw, year round average"
3214,1/4 cup roughly chopped basil leaves,"""02044""","basil, fresh"
3215,1/4 cup white wine,"""14106""","alcoholic beverage, wine, table, white"
3216,1/2 cup Gaeta olives pitted,"""09194""","olives, ripe, canned (jumbo-super colossal)"
3217,6 small sweet red peppers cored seeded and cut in half or 2 red bell peppers cored seeded and cut into 1-inch strips,"""11821""","peppers, sweet, red, raw"
3218,4 ounces oyster mushrooms cleaned and trimmed,"""11987""","mushrooms, oyster, raw"
3219,1 pound campanelle or penne rigate pasta cooked,"""20420""","pasta, dry, unenriched"
3220,2 scoops vanilla ice cream,"""19095""","ice creams, vanilla"
3221,1/2 cup whole milk,"""01077""","milk, whole, 3.25% milkfat, with added vitamin d"
3222,1/8 slice apple pie frozen and then thawed 30 minutes,"""18302""","pie, apple, prepared from recipe"
3223,4 medium cloves garlic,"""11215""","garlic, raw"
3224,1 medium onion,"""11282""","onions, raw"
3225,2 cups ketchup,"""11935""",catsup
3226,1 cup sour mash whiskey,"""14037""","alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof"
3227,3/4 cup honey,"""19296""",honey
3228,1/2 cup yellow mustard,"""02046""","mustard, prepared, yellow"
3229,1/2 cup white vinegar,"""02053""","vinegar, distilled"
3230,1/3 cup Worcestershire sauce,"""06971""","sauce, worcestershire"
3231,1/4 cup lemon juice,"""09152""","lemon juice, raw"
3232,1/4 cup steak sauce,"""27048""","sauce, steak, tomato based"
3233,1/4 cup unsulfured molasses,"""19304""",molasses
3234,1 teaspoon hot sauce such as Tabasco,"""06169""","sauce, ready-to-serve, pepper, tabasco"
3235,1 cup packed dark brown sugar,"""19334""","sugars, brown"
3236,2 tablespoons dark chile powder,"""02009""","spices, chili powder"
3237,1 teaspoon kosher salt,"""02047""","salt, table"
3238,1 teaspoon ground black pepper,"""02030""","spices, pepper, black"
3239,1 cup grated Pecorino Romano,"""01033""","cheese, parmesan, hard"
3240,1/4 cup extra virgin olive oil,"""04708""","mayonnaise, reduced fat, with olive oil"
3241,1 cooked carrot from stock,"""11124""","carrots, raw"
3242,1 cup vegetable stock,"""06615""","soup, swanson, vegetable broth"
3243,1 teaspoon fresh lemon juice,"""09152""","lemon juice, raw"
3244,4 skinless boneless chicken breast halves,"""05062""","chicken, broiler or fryers, breast, skinless, boneless, meat only, raw"
3245,1/2 teaspoon garlic powder,"""02020""","spices, garlic powder"
3246,1/4 teaspoon ground black pepper,"""02030""","spices, pepper, black"
3247,1 tablespoon butter,"""01001""","butter, salted"
3248,1 3/4 cups Swanson® Chicken Stock,"""06172""","soup, stock, chicken, home-prepared"
3249,1/2 teaspoon dried thyme leaves crushed,"""02042""","spices, thyme, dried"
3250,1 1/2 cups uncooked quick-cooking brown rice,"""20651""","rice, brown, parboiled, cooked, uncle bens"
3251,1 cup frozen peas,"""11312""","peas, green, frozen, unprepared (includes foods for usda's food distribution program)"
3252,2 tablespoons grated Parmesan cheese,"""01033""","cheese, parmesan, hard"
3253,1 medium jicama (about 3/4 pound),"""11603""","yambean (jicama), raw"
3254,3 blood oranges,"""09201""","oranges, raw, california, valencias"
3255,1 papaya or mango or small piece of pineapple well trimmed and cut into 1/2-inch cubes,"""09226""","papayas, raw"
3256,1 small red onion peeled and sliced thinly,"""11282""","onions, raw"
